"llhb","33","00010000.tif","33","1","h","","H.R. 1","1854-04-17","Read twice, and referred to the Committee on Public Lands. An Act To graduate and reduce the price of the public lands to actual settlers and cultivators.","Committee on Public Lands"
"llhb","33","00020002.tif","33","1","h","2","H.R. 1","1854-04-17","",""
"llhb","33","00030003.tif","33","1","h","3","H.R. 1","1854-04-17","",""
"llhb","33","00040000.tif","33","1","h","","H.R. 1","1854-03-16","Committed to a Committee of the Whole on the state of the Union, and ordered to be printed. Amendment. Mr. Speaker Boyd gave notice that, at a proper time, he would move the following as a substitute for the bill of the House No. 1: A Bill To dispose of the public lands lying within the limits of the States of the United States.",""
"llhb","33","00050002.tif","33","1","h","2","H.R. 1","1854-03-16","",""
"llhb","33","00060003.tif","33","1","h","3","H.R. 1","1854-03-16","",""
"llhb","33","00070004.tif","33","1","h","4","H.R. 1","1854-03-16","",""
"llhb","33","00080005.tif","33","1","h","5","H.R. 1","1854-03-16","",""
"llhb","33","00090006.tif","33","1","h","6","H.R. 1","1854-03-16","",""
"llhb","33","00100000.tif","33","1","h","","H.R. 1","1854-03-07","Ordered to be printed. Amendment. Mr. Cobb proposes, at a proper time, to make the following amendment, as a substitute: A Bill To reduce and graduate the price of public lands.",""
"llhb","33","00110002.tif","33","1","h","2","H.R. 1","1854-03-07","",""
"llhb","33","00120003.tif","33","1","h","3","H.R. 1","1854-03-07","",""
"llhb","33","00130000.tif","33","1","h","","H.R. 1","1854-03-07","Ordered to be printed. Amendment. Mr. Cobb proposes, at a proper time, to make the following amendment, as a substitute: A Bill To reduce and graduate the price of public lands.",""
"llhb","33","00140002.tif","33","1","h","2","H.R. 1","1854-03-07","",""
"llhb","33","00150003.tif","33","1","h","3","H.R. 1","1854-03-07","",""
"llhb","33","00160000.tif","33","1","h","","H.R. 1","1854-03-07","Ordered to be printed. Amendment. Mr. W. P. Harris gave notice that, at a proper time, he would move the following amendment as a substitute: A Bill To reduce and graduate the price of the public lands.",""
"llhb","33","00170002.tif","33","1","h","2","H.R. 1","1854-03-07","",""
"llhb","33","00180000.tif","33","1","h","","H.R. 5","1854-01-19","Read twice and referred to the Committee on Commerce. An Act To constitute Quincy, in the State of Illinois, a port of delivery.","Committee on Commerce"
"llhb","33","00190002.tif","33","1","h","2","H.R. 5","1854-01-19","",""
"llhb","33","00200000.tif","33","1","h","","H.R. 6","1853-12-14","Read twice, committed to the Committee of the Whole House, made the order of the day to-morrow, and ordered to be printed. Mr. Faulkner, from the Committee on Military Affairs, reported the following bill: A Bill For the relief of Lewis B. Willis, late a paymaster in the army of the United States.","Committee on Military Affairs"
"llhb","33","00210000.tif","33","1","h","","H.R. 7","1853-12-14,1854-03-29","Read twice, and referred to the Committee on Public Lands. Reported without amendment, by Mr. Disney, and committed to the Committee of the Whole House on the state of the Union. Mr. Bissell, on leave, introduced the following bill: A Bill Making a grant of public lands to the several States and Territories of the Union, for the benefit of indigent insane persons.","Committee on Public Lands"
"llhb","33","00220002.tif","33","1","h","2","H.R. 7","1853-12-14,1854-03-29","",""
"llhb","33","00230003.tif","33","1","h","3","H.R. 7","1853-12-14,1854-03-29","",""
"llhb","33","00240004.tif","33","1","h","4","H.R. 7","1853-12-14,1854-03-29","",""
"llhb","33","00250005.tif","33","1","h","5","H.R. 7","1853-12-14,1854-03-29","",""
"llhb","33","00260000.tif","33","1","h","","H.R. 8","1853-12-14,1853-12-31","Read twice, and referred to the Committee on Military Affairs. Reported from the committee without amendment, committed to the Committee of the Whole on the state of the Union, and ordered to be printed. Mr. Bissell, on leave, introduced the following bill: A Bill To repeal the first proviso of the fourth section of the act entitled ''An act granting bounty land to certain officers and soldiers who have been engaged in the military service of the United States,'' approved September twenty-eight, one thousand eight hundred and fifty.","Committee on Military Affairs"
"llhb","33","00270000.tif","33","1","h","","H.R. 9","1853-12-14,1854-01-03","Read twice, and referred to the Committee on Public Lands. Reported from the committee without amendment, committed to the Committee of the Whole on the state of the Union, and ordered to be printed. Mr. E. B. Washburne, on leave, introduced the following bill: A Bill For the relief of purchasers and locators of swamp and overflowed lands.","Committee on Public Lands"
"llhb","33","00280002.tif","33","1","h","2","H.R. 9","1853-12-14,1854-01-03","",""
"llhb","33","00290000.tif","33","2","h","","H.R. 9","1855-01-05","Read twice and referred to the Committee on Public Lands. An Act For the relief of purchasers and locators of swamp and overflowed lands.","Committee on Public Lands"
"llhb","33","00300002.tif","33","2","h","2","H.R. 9","1855-01-05","",""
"llhb","33","00310000.tif","33","1","h","","H.R. 13","1853-12-14,1854-01-31","Introduced, on leave, by Mr. Warren, read twice, and referred to the Committee on Public Lands. Reported from the committee with an amendment in the nature of a substitute, viz: Strike out all within [brackets,] and insert the amendment printed in italics. Committed to a Committee of the Whole on the state of the Union, and ordered to be printed. A Bill [Granting land to the Mississippi, Ouachita, and Red River Railroad Company.]","Committee on Public Lands"
"llhb","33","00320002.tif","33","1","h","2","H.R. 13","1853-12-14,1854-01-31","",""
"llhb","33","00330003.tif","33","1","h","3","H.R. 13","1853-12-14,1854-01-31","",""
"llhb","33","00340004.tif","33","1","h","4","H.R. 13","1853-12-14,1854-01-31","",""
"llhb","33","00350005.tif","33","1","h","5","H.R. 13","1853-12-14,1854-01-31","",""
"llhb","33","00360006.tif","33","1","h","6","H.R. 13","1853-12-14,1854-01-31","",""
"llhb","33","00370007.tif","33","1","h","7","H.R. 13","1853-12-14,1854-01-31","",""
"llhb","33","00380008.tif","33","1","h","8","H.R. 13","1853-12-14,1854-01-31","",""
"llhb","33","00390000.tif","33","1","h","","H.R. 14","1854-01-17","Read twice and referred to the Committee on Indian Affairs. An Act To amend an act, entitled ''An act to divide the State of Arkansas into two judicial districts,'' approved March 3, 1851.","Committee on Indian Affairs"
"llhb","33","00400000.tif","33","1","h","","H.R. 14","1854-01-17,1854-02-24","Read twice, and referred to the Committee on Indian Affairs. Reported with an amendment, viz: Insert the sections printed in italics. An Act To amend an act entitled ''An act to divide the State of Arkansas into two judicial districts,'' approved March three, eighteen hundred and fifty-one.","Committee on Indian Affairs"
"llhb","33","00410002.tif","33","1","h","2","H.R. 14","1854-01-17,1854-02-24","",""
"llhb","33","00420003.tif","33","1","h","3","H.R. 14","1854-01-17,1854-02-24","",""
"llhb","33","00430004.tif","33","1","h","4","H.R. 14","1854-01-17,1854-02-24","",""
"llhb","33","00440000.tif","33","1","h","","H.R. 26","1853-12-14,1854-03-21","Read twice, and referred to the Committee on Public Lands. Reported without amendment, and committed to the Committee of the Whole House on the state of the Union. Mr. Cobb, on leave, introduced the following bill: A Bill To grant to the State of Alabama, and other States having public lands therein, the unsold and unappropriated public lands that have been in market for twenty years and upwards, for purposes of education and internal improvements.","Committee on Public Lands"
"llhb","33","00450002.tif","33","1","h","2","H.R. 26","1853-12-14,1854-03-21","",""
"llhb","33","00460000.tif","33","1","h","","H.R. 32","1854-03-27","Read twice, and referred to the Committee on Public Lands. An Act To authorize the school commissioners of fractional township number one, of range number ten east, in Alabama, to locate one half section of land for school purposes.","Committee on Public Lands"
"llhb","33","00470002.tif","33","1","h","2","H.R. 32","1854-03-27","",""
"llhb","33","00480000.tif","33","1","h","","H.R. 33","1853-12-14,1854-03-21","Read twice, and referred to the Committee on Public Lands. Reported without amendment, and committed to the Committee of the Whole House on the state of the Union. Mr. Cobb, on leave, introduced the following bill: A Bill To authorize the States in which sixteenth school sections are situated to relinquish such lands reserved or granted for the use of schools as may be comparatively valueless, or unfit for cultivation, and to select other lands in lieu thereof.","Committee on Public Lands"
"llhb","33","00490002.tif","33","1","h","2","H.R. 33","1853-12-14,1854-03-21","",""
"llhb","33","00500003.tif","33","1","h","3","H.R. 33","1853-12-14,1854-03-21","",""
"llhb","33","00510000.tif","33","1","h","","H.R. 34","1853-12-14,1854-01-24","Introduced, on leave, by Mr. Cobb, read twice, and referred to the Committee on Public Lands. Reported from the committee with an amendment in the nature of a substitute; which was read twice, committed to the Committee of the Whole on the state of the Union, and ordered to be printed. A Bill Granting the right of way and a donation of land to the State of Alabama, in aid of the construction of the Coosa and Tennessee River Railroad, in said State, leading from Gadsden to the Tennessee river, at or near Gunter's Landing. Ordered to be printed.","Committee on Public Lands"
"llhb","33","00520002.tif","33","1","h","2","H.R. 34","1853-12-14,1854-01-24","",""
"llhb","33","00530003.tif","33","1","h","3","H.R. 34","1853-12-14,1854-01-24","",""
"llhb","33","00540004.tif","33","1","h","4","H.R. 34","1853-12-14,1854-01-24","",""
"llhb","33","00550005.tif","33","1","h","5","H.R. 34","1853-12-14,1854-01-24","",""
"llhb","33","00560006.tif","33","1","h","6","H.R. 34","1853-12-14,1854-01-24","",""
"llhb","33","00570007.tif","33","1","h","7","H.R. 34","1853-12-14,1854-01-24","",""
"llhb","33","00580008.tif","33","1","h","8","H.R. 34","1853-12-14,1854-01-24","",""
"llhb","33","00590000.tif","33","1","h","","H.R. 37","1854-03-07","Read twice and referred to the Committee on Public Lands. An Act To grant a homestead of one hundred and sixty acres of the public lands to actual settlers.","Committee on Public Lands"
"llhb","33","00600002.tif","33","1","h","2","H.R. 37","1854-03-07","",""
"llhb","33","00610003.tif","33","1","h","3","H.R. 37","1854-03-07","",""
"llhb","33","00620004.tif","33","1","h","4","H.R. 37","1854-03-07","",""
"llhb","33","00630005.tif","33","1","h","5","H.R. 37","1854-03-07","",""
