"llsb","28","00010000.tif","28","1","s","","S. 1","1843-12-11,1844-03-11","Agreeably to notice, Mr. Walker asked and obtained leave to bring in the following bill; which was read twice, and referred to the Committee on Public Lands. Reported with amendments, viz: strike out the parts within [brackets,] and insert those printed in italics. A Bill To reduce and graduate the price of the public lands in favor of settlers and cultivators.","Committee on Public Lands"
"llsb","28","00020002.tif","28","1","s","2","S. 1","1843-12-11,1844-03-11","",""
"llsb","28","00030003.tif","28","1","s","3","S. 1","1843-12-11,1844-03-11","",""
"llsb","28","00040000.tif","28","1","s","","S. 2","1843-12-11,1844-02-10","Agreeably to notice, Mr. Henderson asked and obtained leave to bring in the following bill; which was read twice, and referred to the Committee on Public Lands. Reported with amendment, viz: Strike out the parts within [brackets,] and insert those printed in italics, and accompanied by a special report. No. 35. A Bill To confirm the survey and location of claims for lands in the State of Mississippi, east of the Pearl river, and south of thirty-first degree of north latitude.","Committee on Public Lands"
"llsb","28","00050002.tif","28","1","s","2","S. 2","1843-12-11,1844-02-10","",""
"llsb","28","00060003.tif","28","1","s","3","S. 2","1843-12-11,1844-02-10","",""
"llsb","28","00070004.tif","28","1","s","4","S. 2","1843-12-11,1844-02-10","",""
"llsb","28","00080000.tif","28","1","s","","S. 3","1843-12-14,1844-02-07","Agreeably to notice, Mr. Bates asked and obtained leave to bring in the following bill; which was read twice, and referred to the Committee on Public Lands. Reported with amendments, viz: Strike out the parts within [brackets,] and insert those printed in italics, and accompanied by a special report, (No. 110.) A Bill For the relief of Henry Newman.","Committee on Public Lands"
"llsb","28","00090002.tif","28","1","s","2","S. 3","1843-12-14,1844-02-07","",""
"llsb","28","00100003.tif","28","1","s","3","S. 3","1843-12-14,1844-02-07","",""
"llsb","28","00110000.tif","28","1","s","","S. 4","1843-12-14,1843-12-22","Agreeably to notice, Mr. Bates asked and obtained leave to bring in the following bill, which was read twice, and referred to the Committee on Military Affairs. Reported without amendment. A Bill To refund the balance due to the State of Massachusetts.","Committee on Military Affairs"
"llsb","28","00120000.tif","28","1","s","","S. 6","1843-12-15,1844-01-30","Agreeably to notice, Mr. Porter, of Michigan, asked and obtained leave to bring in the following bill; which was read twice, and referred to the Committee on the Judiciary. Reported without amendment, accompanied by a special report, No. 70. A Bill To amend an act entitled ''An act to establish the northern boundary line of the State of Ohio, and to provide for the admission of the State of Michigan into the Union upon the conditions therein expressed.'' approved June 15, 1836.","Committee on the Judiciary"
"llsb","28","00130002.tif","28","1","s","2","S. 6","1843-12-15,1844-01-30","",""
"llsb","28","00140003.tif","28","1","s","3","S. 6","1843-12-15,1844-01-30","",""
"llsb","28","00150000.tif","28","1","s","","S. 7","1843-12-15,1844-01-17","Agreeably to notice, Mr. Porter, of Michigan, asked and obtained leave to bring in the following bill; which was read twice, and referred to the Committee on Public Lands. Reported without amendment, and accompanied by a special report, No. 49. A Bill Relative to the office of surveyor general for the States of Ohio, Indiana, and Michigan.","Committee on Public Lands"
"llsb","28","00160002.tif","28","1","s","2","S. 7","1843-12-15,1844-01-17","",""
"llsb","28","00170000.tif","28","1","s","","S. 9","1843-12-15,1844-03-20","Agreeably to notice, Mr. Huntington asked and obtained leave to bring in the following bill; which was read twice, and referred to the Committee on the Post Office and Post Roads. Reported with amendments, viz: Strikeout the parts within [brackets,] and insert those printed in italics. A Bill Relating to the appointment of the Assistants to the Postmaster General of the United States.","Committee on the Post Office and Post Roads"
"llsb","28","00180000.tif","28","1","s","","S. 10","1843-12-15,1844-01-08","Agreeably to notice given, Mr. Miller asked and obtained leave to bring in the following bill; which was read twice, and referred to the Committee on the District of Columbia. Reported with an amendment, viz: Add section nine. A Bill Providing for the insane asylum in the District of Columbia.","Committee on the District of Columbia"
