"llhb","1","00010000.tif","13","3","h","","No. 1","1814-09-29","Read the first and second time and committed to a committee of the whole house on Monday next. A Bill Further to extend the right of suffrage, and to increase the number of members of the legislative council in the Mississippi Territory.","Committee of the Whole House"
"llhb","1","00020002.tif","13","3","h","2","No. 1","1814-09-29","",""
"llhb","1","00030000.tif","13","3","h","","No. 2","1814-10-13","Read the first time and ordered to lie on the table. A Bill for the temporary removal of the seat of government from the city of Washington.",""
"llhb","1","00040002.tif","13","3","h","2","No. 2","1814-10-13","",""
"llhb","1","00050000.tif","13","3","h","","No. 3","1814-10-18","Read the first and second time and committed to a committee of the whole house on Thursday next. A Bill Directing the staff officers of the army to comply with the requisitions of naval and marine officers, in certain cases.","Committee of the Whole House"
"llhb","1","00060002.tif","13","3","h","2","No. 3","1814-10-18","",""
"llhb","1","00070000.tif","13","3","h","","No. 4","1814-10-18","Read the first and second time and committed to a committee of the whole house on Thursday next. A Bill For the relief of the officers, petty officers, and seamen, under the command of Joshua Barney.","Committee of the Whole House"
"llhb","1","00080000.tif","13","3","h","","No. 5","1814-10-19","Read the first and second time and committed to a committee of the whole house on Wednesday next. A Bill Further to extend the judicial system of the United States.","Committee of the Whole House"
"llhb","1","00090002.tif","13","3","h","2","No. 5","1814-10-19","",""
"llhb","1","00100003.tif","13","3","h","3","No. 5","1814-10-19","",""
"llhb","1","00110004.tif","13","3","h","4","No. 5","1814-10-19","",""
"llhb","1","00120005.tif","13","3","h","5","No. 5","1814-10-19","",""
"llhb","1","00130006.tif","13","3","h","6","No. 5","1814-10-19","",""
"llhb","1","00140007.tif","13","3","h","7","No. 5","1814-10-19","",""
"llhb","1","00150000.tif","13","3","h","","No. 6","1814-10-19","Read the first and second time and committed to a committee of the whole house on Tuesday next. A Bill Incorporating the Columbia Manufacturing Company of Alexandria, in the District of Columbia.","Committee of the Whole House"
"llhb","1","00160002.tif","13","3","h","2","No. 6","1814-10-19","",""
"llhb","1","00170003.tif","13","3","h","3","No. 6","1814-10-19","",""
"llhb","1","00180004.tif","13","3","h","4","No. 6","1814-10-19","",""
"llhb","1","00190005.tif","13","3","h","5","No. 6","1814-10-19","",""
"llhb","1","00200006.tif","13","3","h","6","No. 6","1814-10-19","",""
"llhb","1","00210007.tif","13","3","h","7","No. 6","1814-10-19","",""
"llhb","1","00220000.tif","13","3","h","","No. 7","1814-10-27","Read the first and second time and committed to a committee of the whole house on Monday next. A Bill Entitled an act making further provision for filling the ranks of the regular army, by classifying the free male population of the United States.","Committee of the Whole House"
"llhb","1","00230002.tif","13","3","h","2","No. 7","1814-10-27","",""
"llhb","1","00240003.tif","13","3","h","3","No. 7","1814-10-27","",""
"llhb","1","00250004.tif","13","3","h","4","No. 7","1814-10-27","",""
"llhb","1","00260005.tif","13","3","h","5","No. 7","1814-10-27","",""
"llhb","1","00270006.tif","13","3","h","6","No. 7","1814-10-27","",""
"llhb","1","00280007.tif","13","3","h","7","No. 7","1814-10-27","",""
"llhb","1","00290008.tif","13","3","h","8","No. 7","1814-10-27","",""
"llhb","1","00300000.tif","13","3","h","","No. 8","1814-10-27","Read the first and second time and committed to a committee of the whole house on Tuesday next. A Bill Entitled an act to authorize the president of the United States to accept the services of volunteers, who may associate and organize themselves, and offer their services to the government of the United States.","Committee of the Whole House"
"llhb","1","00310002.tif","13","3","h","2","No. 8","1814-10-27","",""
"llhb","1","00320003.tif","13","3","h","3","No. 8","1814-10-27","",""
