"llsr","32","00010000.tif","32","1","s","","S.R. 5","1851-12-08,1851-12-23","Agreeably to notice, Mr. Clemens asked and obtained leave to bring in the following Joint Resolution, which was read twice, and referred to the Committee on Military Affairs. Reported without amendment. Joint Resolution Authorizing the President of the United States to confer the title of Lieutenant-General by brevet for eminent services.","Committee on Military Affairs"
"llsr","32","00020000.tif","32","1","s","","S. 6","1851-12-08,1851-12-16","Agreeably to notice, Mr. Bright asked and obtained leave to bring in the following joint resolution, which was read twice and referred to the Committee on Printing. Reported without amendment. Joint Resolution In relation to printing the returns of the seventh Census.","Committee on Printing"
"llsr","32","00030000.tif","32","1","s","","S.R. 10","1851-12-22,1852-01-14","Agreeably to notice, Mr. Dodge, of Wisconsin, asked and obtained leave to bring in the following Joint Resolution, which was read twice, and referred to the Committee on Finance. Reported without amendment, and accompanied by a report (No. 23.) Joint Resolution For the relief of Alexander P. Field, late Secretary of Wisconsin Territory, and sureties.","Committee on Finance"
"llsr","32","00040000.tif","32","1","s","","S.R. 11","1852-01-13","Agreeably to notice, Mr. Bradbury asked and obtained leave to bring in the following Joint Resolution, which was read twice, ordered to lie on the table, and be printed. Joint Resolution Providing for a Compendium of the Annual Public Documents.",""
"llsr","32","00050000.tif","32","1","s","","S.R. 12","1852-01-15,1852-01-20","Agreeably to notice, Mr. James asked and obtained leave to bring in the following Joint Resolution, which was read twice, and referred to the Committee on Naval Affairs. Reported with an amendment, viz: strike out all within [brackets,] and insert the words following in italics. Joint Resolution To authorize an investigation into the causes of the explosion of Steam Boilers, and the best means of preventing the same.","Committee on Naval Affairs"
"llsr","32","00060002.tif","32","1","s","2","S.R. 12","1852-01-15,1852-01-20","",""
"llsr","32","00070000.tif","32","1","s","","S.R. 13","1852-01-19","Agreeably to notice, Mr. Clarke asked and obtained leave to bring in the following Joint Resolution, which was read the first and second times by unanimous consent, considered as in Committee of the Whole, and ordered to lie on the table and be printed. Joint Resolution Re-affirming the doctrine of non-intervention.","Committee of the Whole"
"llsr","32","00080002.tif","32","1","s","2","S.R. 13","1852-01-19","",""
"llsr","32","00090003.tif","32","1","s","3","S.R. 13","1852-01-19","",""
"llsr","32","00100000.tif","32","1","s","","S.R. 14","1852-01-22,1852-01-28","Agreeably to notice, Mr. Hunter asked and obtained leave to bring in the following Joint Resolution; which was read twice, and referred to the Committee on the Post Office and Post Roads. Reported without amendment. Joint Resolution To provide Ice Boats for the Potomac river.","Committee on the Post Office and Post Roads"
"llsr","32","00110000.tif","32","1","s","","S.R. 15","1852-01-28","Mr. Bradbury, from the Committee on the Judiciary, reported the following Joint Resolution, which was read, and passed to a second reading. Joint Resolution Authorizing the purchase of the ninth volume of the laws of the United States.","Committee on the Judiciary"
"llsr","32","00120000.tif","32","1","s","","S.R. 16","1852-02-04","Mr. Pratt, from the Committee of the Claims, submitted a report, accompanied by the following Joint Resolution; which was read and passed to a second reading. Joint Resolution For the relief of Alexander Y.P. Garnett.","Committee of Claims"
"llsr","32","00130000.tif","32","1","s","","S.R. 16","1853-01-24","Read twice, and committed to the Committee of the Whole House to-morrow. Joint Resolution For the relief of Alexander Y.P. Garnett.","Committee of the Whole House"
"llsr","32","00140000.tif","32","1","s","","S.R. 19","1852-02-18","Mr. Atchison, from the Committee on Indian Affairs, submitted a report, (No. 78,) accompanied by the following Joint Resolution; which was read, and passed to a second reading. Joint Resolution For the relief of the heirs of David Corderey.","Committee on Indian Affairs"
"llsr","32","00150000.tif","32","1","s","","S.R. 20","1852-02-19","Mr. Mason, from the Committee on Foreign Relations, reported the following joint resolution; which was read, and passed to a second reading. Joint Resolution Extending the time of the commission under the Convention with Brazil.","Committee on Foreign Relations"
"llsr","32","00160000.tif","32","1","s","","S.R. 21","1852-02-24","Mr. Rusk, from the Committee on the Post Office and Post Roads, reported the following joint resolution; which was read, and passed to a second reading. Joint Resolution Modifying the existing laws for the government of the Post Office Department, in relation to California and Oregon","Committee on the Post Office and Post Roads"
"llsr","32","00170002.tif","32","1","s","2","S.R. 21","1852-02-24","",""
"llsr","32","00180000.tif","32","1","s","","S.R. 23","1852-03-04","Mr. Fish, from the Committee on Naval Affairs, reported the following joint resolution; which was read and passed to a second reading. Joint Resolution To provide for straightening the eastern boundary line of the naval hospital lands at New York.","Committee on Naval Affairs"
"llsr","32","00190002.tif","32","1","s","2","S.R. 23","1852-03-04","",""
"llsr","32","00200000.tif","32","1","s","","S.R. 24","1852-03-09","Mr. Rusk, from the Committee on the Post Office and Post Roads, reported the following joint resolution; which was read, and passed to a second reading. Joint Resolution Authorizing the appointment of an Assistant Postmaster General.","Committee on the Post Office and Post Roads"
"llsr","32","00210000.tif","32","1","s","","S.R. 25","1852-03-15","Mr. Atchinson, from the Committee on Indian Affairs, submitted a report, (No. 117.) accompanied by the following joint resolution; which was read, and passed to a second reading. Joint Resolution For the relief of John A. Bryan.","Committee on Indian Affairs"
"llsr","32","00220000.tif","32","1","s","","S.R. 26","1852-03-16","Mr. Stockton, from the Committee on Naval Affairs, submitted a report, (No. 129,) accompanied by the following joint resolution; which was read, and passed to a second reading. Joint Resolution Authorizing the completion of a war steamer for harbor defence.","Committee on Naval Affairs"
"llsr","32","00230000.tif","32","1","s","","S.R. 27","1852-03-23","Mr. Shields, from the Committee on Military Affairs, submitted a report, (No. 141) accompanied by the following joint resolution; which was read, and passed to a second reading. Joint Resolution Concerning the national defences.","Committee on Military Affairs"
"llsr","32","00240002.tif","32","1","s","2","S.R. 27","1852-03-23","",""
"llsr","32","00250000.tif","32","1","s","","S.R. 31","1852-04-19","Mr. Sebastian, from the Committee on Indian Affairs, reported the following joint resolutions; which was read, and passed to a second reading. Joint Resolution For the relief of Jonathan Lewis.","Committee on Indian Affairs"
"llsr","32","00260002.tif","32","1","s","2","S.R. 31","1852-04-19","",""
"llsr","32","00270000.tif","32","2","s","","J.R. 31","1853-02-08,1853-02-15","Read twice, and referred to the Committee on Printing. Reported with amendments, viz: Strike out the words within [bracket,] and insert those printed in italics. Joint Resolution Providing for the printing and binding of the ''returns of the Seventh Census.''","Committee on Printing"
"llsr","32","00280002.tif","32","2","s","2","J.R. 31","1853-02-08,1853-02-15","",""
"llsr","32","00290003.tif","32","2","s","3","J.R. 31","1853-02-08,1853-02-15","",""
"llsr","32","00300004.tif","32","2","s","4","J.R. 31","1853-02-08,1853-02-15","",""
"llsr","32","00310005.tif","32","2","s","5","J.R. 31","1853-02-08,1853-02-15","",""
"llsr","32","00320000.tif","32","1","s","","S.R. 35","1852-04-30,1852-08-18","Agreeably to notice, Mr Brooke asked and obtained leave to bring in the following joint resolution; which was read twice, and referred to the Committee on Public Lands. Committee discharged. Joint Resolution Giving the assent of Congress to an act of the Legislature of the State of Mississippi appropriating a portion of the swamp and overflowed lands granted to said State by the act approved September twenty-eight, eighteen hundred and fifty.","Committee on Public Lands"
"llsr","32","00330000.tif","32","1","s","","S.R. 37","1852-05-17,1852-07-26","Agreeably to notice, Mr Sebastian asked and obtained leave to bring in the following joint resolution; which was read twice, and referred to the Committee on Pensions. Reported with an amendment, viz: insert the words printed in italics. Joint Resolutions Respecting Pensions.","Committee on Pensions"
"llsr","32","00340002.tif","32","1","s","2","S.R. 37","1852-05-17,1852-07-26","",""
"llsr","32","00350000.tif","32","1","s","","S.R. 39","1852-06-07","Mr. Sebastian, from the Committee on Indian Affairs, submitted a report, (No. 247,) accompanied by the following joint resolution; which was read, and passed to a second reading. Joint Resolution Authorizing the examination of the claims of the ''Biloxi Bay'' Indians.","Committee on Indian Affairs"
"llsr","32","00360002.tif","32","1","s","2","S.R. 39","1852-06-07","",""
